18854:
 num     #instances         #bytes  class name (module)
3351:             1             16  io.opentelemetry.javaagent.shaded.instrumentation.runtimemetrics.java8.MemoryPools$$Lambda/0x00007f5a8e2e5b68
3352:             1             16  io.opentelemetry.javaagent.shaded.instrumentation.runtimemetrics.java8.MemoryPools$$Lambda/0x00007f5a8e2e5d98
3353:             1             16  io.opentelemetry.javaagent.shaded.instrumentation.runtimemetrics.java8.MemoryPools$$Lambda/0x00007f5a8e2e5fc8
3354:             1             16  io.opentelemetry.javaagent.shaded.instrumentation.runtimemetrics.java8.Threads
3355:             1             16  io.opentelemetry.javaagent.shaded.instrumentation.runtimemetrics.java8.Threads$$Lambda/0x00007f5a8e2e63f0
3356:             1             16  io.opentelemetry.javaagent.shaded.instrumentation.runtimemetrics.java8.Threads$$Lambda/0x00007f5a8e2e6620
3357:             1             16  io.opentelemetry.javaagent.shaded.instrumentation.runtimemetrics.java8.Threads$$Lambda/0x00007f5a8e61e550
3358:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.GlobalOpenTelemetry$ObfuscatedOpenTelemetry
3359:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.baggage.AutoValue_ImmutableEntryMetadata
3360:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.baggage.propagation.W3CBaggagePropagator
3361:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.common.ArrayBackedAttributes$$Lambda/0x00007f5a8e161de8
3362:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.logs.ExtendedDefaultLogger
3363:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.logs.ExtendedDefaultLogger$NoopExtendedLogRecordBuilder
3364:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.logs.ExtendedDefaultLoggerProvider
3365:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.logs.ExtendedDefaultLoggerProvider$NoopLoggerBuilder
3366:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter
3367:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter$1
3368:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter$NoopDoubleCounter
3369:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter$NoopDoubleCounterBuilder
3370:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter$NoopDoubleCounterBuilder$1
3371:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter$NoopDoubleGauge
3372:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter$NoopDoubleGaugeBuilder
3373:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter$NoopDoubleGaugeBuilder$1
3374:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter$NoopDoubleHistogram
3375:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter$NoopDoubleHistogramBuilder
3376:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter$NoopDoubleUpDownCounterBuilder
3377:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter$NoopDoubleUpDownCounterBuilder$1
3378:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter$NoopDoubleUpDownCounterBuilder$2
3379:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter$NoopLongCounter
3380:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter$NoopLongCounterBuilder
3381:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter$NoopLongCounterBuilder$1
3382:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter$NoopLongGauge
3383:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter$NoopLongGaugeBuilder
3384:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter$NoopLongGaugeBuilder$1
3385:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter$NoopLongHistogram
3386:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter$NoopLongHistogramBuilder
3387:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter$NoopLongUpDownCounterBuilder
3388:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter$NoopLongUpDownCounterBuilder$1
3389:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter$NoopLongUpDownCounterBuilder$2
3390:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter$NoopObservableDoubleMeasurement
3391:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeter$NoopObservableLongMeasurement
3392:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeterProvider
3393:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.metrics.ExtendedDefaultMeterProvider$NoopMeterBuilder
3394:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.trace.ExtendedDefaultTracer
3395:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.incubator.trace.ExtendedDefaultTracerProvider
3396:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.internal.ConfigUtil$$Lambda/0x00007f5a8e1d7b20
3397:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.internal.ConfigUtil$$Lambda/0x00007f5a8e1d81e8
3398:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.internal.PercentEscaper
3399:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.logs.DefaultLoggerProvider
3400:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.logs.DefaultLoggerProvider$NoopLoggerBuilder
3401:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.metrics.DefaultMeterProvider$NoopMeterBuilder
3402:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.trace.AutoValue_ArrayBasedTraceState
3403:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.trace.PropagatedSpan
3404:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.trace.propagation.W3CTraceContextPropagator
3405:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.context.internal.shaded.WeakConcurrentMap$1
3406:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.context.propagation.NoopTextMapPropagator
3407:             1             16  io.opentelemetry.javaagent.shaded.io.opentelemetry.semconv.AttributeKeyTemplate$$Lambda/0x00007f5a8e578e78
3408:             1             16  io.opentelemetry.javaagent.slf4j.helpers.NOPLoggerFactory
3409:             1             16  io.opentelemetry.javaagent.slf4j.helpers.ThreadLocalMapOfStacks
3410:             1             16  io.opentelemetry.javaagent.slf4j.simple.SimpleLoggerConfiguration$$Lambda/0x00007f5a8e00dc40
3411:             1             16  io.opentelemetry.javaagent.slf4j.simple.SimpleLoggerFactory
3412:             1             16  io.opentelemetry.javaagent.tooling.AddThreadDetailsSpanProcessor
3413:             1             16  io.opentelemetry.javaagent.tooling.AgentInstaller$$Lambda/0x00007f5a8e117688
3414:             1             16  io.opentelemetry.javaagent.tooling.AgentInstaller$$Lambda/0x00007f5a8e117898
3415:             1             16  io.opentelemetry.javaagent.tooling.AgentInstaller$$Lambda/0x00007f5a8e11d2a0
3416:             1             16  io.opentelemetry.javaagent.tooling.AgentInstaller$$Lambda/0x00007f5a8e223300
3417:             1             16  io.opentelemetry.javaagent.tooling.AgentInstaller$$Lambda/0x00007f5a8e2239f8
3418:             1             16  io.opentelemetry.javaagent.tooling.AgentInstaller$1
3419:             1             16  io.opentelemetry.javaagent.tooling.AgentInstaller$ClassLoadListener
3420:             1             16  io.opentelemetry.javaagent.tooling.AgentInstaller$RedefinitionDiscoveryStrategy$$Lambda/0x00007f5a8e2a91e8
3421:             1             16  io.opentelemetry.javaagent.tooling.AgentInstaller$RedefinitionDiscoveryStrategy$$Lambda/0x00007f5a8e2a9650
3422:             1             16  io.opentelemetry.javaagent.tooling.AgentStarterImpl$InetAddressClassFileTransformer
3423:             1             16  io.opentelemetry.javaagent.tooling.AgentTracerProviderConfigurer$$Lambda/0x00007f5a8e153f40
3424:             1             16  io.opentelemetry.javaagent.tooling.DefineClassHandler
3425:             1             16  io.opentelemetry.javaagent.tooling.DefineClassHandler$$Lambda/0x00007f5a8e01a990
3426:             1             16  io.opentelemetry.javaagent.tooling.ExposeAgentBootstrapListener
3427:             1             16  io.opentelemetry.javaagent.tooling.HelperInjector$$Lambda/0x00007f5a8e119d48
3428:             1             16  io.opentelemetry.javaagent.tooling.HelperInjector$$Lambda/0x00007f5a8e120000
3429:             1             16  io.opentelemetry.javaagent.tooling.HelperInjector$$Lambda/0x00007f5a8e120438
3430:             1             16  io.opentelemetry.javaagent.tooling.HelperInjector$$Lambda/0x00007f5a8e19fd18
3431:             1             16  io.opentelemetry.javaagent.tooling.HelperInjector$$Lambda/0x00007f5a8e1a5cf8
3432:             1             16  io.opentelemetry.javaagent.tooling.HelperInjector$$Lambda/0x00007f5a8e1a5f28
3433:             1             16  io.opentelemetry.javaagent.tooling.HelperInjector$$Lambda/0x00007f5a8e1a6158
3434:             1             16  io.opentelemetry.javaagent.tooling.HelperInjector$$Lambda/0x00007f5a8e1a6390
3435:             1             16  io.opentelemetry.javaagent.tooling.HelperInjector$$Lambda/0x00007f5a8e1a67b8
3436:             1             16  io.opentelemetry.javaagent.tooling.HelperInjector$$Lambda/0x00007f5a8e1a69f8
3437:             1             16  io.opentelemetry.javaagent.tooling.HelperInjector$$Lambda/0x00007f5a8e1a6c28
3438:             1             16  io.opentelemetry.javaagent.tooling.HelperInjector$$Lambda/0x00007f5a8e1a6e58
3439:             1             16  io.opentelemetry.javaagent.tooling.HelperInjector$2
3440:             1             16  io.opentelemetry.javaagent.tooling.Java9LambdaTransformer
3441:             1             16  io.opentelemetry.javaagent.tooling.OpenTelemetryInstaller$$Lambda/0x00007f5a8e21f1f8
3442:             1             16  io.opentelemetry.javaagent.tooling.SafeServiceLoader$$Lambda/0x00007f5a8e01a0f0
3443:             1             16  io.opentelemetry.javaagent.tooling.asyncannotationsupport.WeakRefAsyncOperationEndStrategies
3444:             1             16  io.opentelemetry.javaagent.tooling.bytebuddy.ExceptionHandlers$1
3445:             1             16  io.opentelemetry.javaagent.tooling.config.ConfigPropertiesBridge
3446:             1             16  io.opentelemetry.javaagent.tooling.config.ConfigurationPropertiesSupplier$$Lambda/0x00007f5a8e1549e8
3447:             1             16  io.opentelemetry.javaagent.tooling.config.OtlpProtocolPropertiesSupplier$$Lambda/0x00007f5a8e153b18
3448:             1             16  io.opentelemetry.javaagent.tooling.field.FieldBackedImplementationClassFileLocatorProvider$VirtualFieldInterfaceLocator
3449:             1             16  io.opentelemetry.javaagent.tooling.field.NoopVirtualFieldImplementationInstaller
3450:             1             16  io.opentelemetry.javaagent.tooling.field.RuntimeFieldBasedImplementationSupplier
3451:             1             16  io.opentelemetry.javaagent.tooling.field.VirtualFieldImplementationInstallerFactory
3452:             1             16  io.opentelemetry.javaagent.tooling.ignore.IgnoredClassLoadersMatcher
3453:             1             16  io.opentelemetry.javaagent.tooling.ignore.IgnoredTypesMatcher
3454:             1             16  io.opentelemetry.javaagent.tooling.instrumentation.ConstantAdjuster
3455:             1             16  io.opentelemetry.javaagent.tooling.instrumentation.InstrumentationModuleInstaller$$Lambda/0x00007f5a8e253830
3456:             1             16  io.opentelemetry.javaagent.tooling.instrumentation.indy.ForceDynamicallyTypedAssignReturnedFactory$$Lambda/0x00007f5a8e2b27d0
3457:             1             16  io.opentelemetry.javaagent.tooling.instrumentation.indy.ForceDynamicallyTypedAssignReturnedFactory$$Lambda/0x00007f5a8e2d2010
3458:             1             16  io.opentelemetry.javaagent.tooling.instrumentation.indy.ForceDynamicallyTypedAssignReturnedFactory$$Lambda/0x00007f5a8e49fb98
3459:             1             16  io.opentelemetry.javaagent.tooling.instrumentation.indy.ForceDynamicallyTypedAssignReturnedFactory$$Lambda/0x00007f5a8e49fdc8
3460:             1             16  io.opentelemetry.javaagent.tooling.instrumentation.indy.ForceDynamicallyTypedAssignReturnedFactory$$Lambda/0x00007f5a8e4a4288
3461:             1             16  io.opentelemetry.javaagent.tooling.muzzle.AgentCachingPoolStrategy$$Lambda/0x00007f5a8e144948
3462:             1             16  io.opentelemetry.javaagent.tooling.muzzle.AgentTooling$ClassTransformListener
3463:             1             16  io.opentelemetry.javaagent.tooling.muzzle.HelperReferenceWrapper$Factory$ClasspathType$$Lambda/0x00007f5a8e348228
3464:             1             16  io.opentelemetry.javaagent.tooling.muzzle.HelperReferenceWrapper$Factory$ClasspathType$$Lambda/0x00007f5a8e3486a0
3465:             1             16  io.opentelemetry.javaagent.tooling.muzzle.HelperReferenceWrapper$Factory$ClasspathType$$Lambda/0x00007f5a8e34a008
3466:             1             16  io.opentelemetry.javaagent.tooling.muzzle.HelperReferenceWrapper$Factory$ClasspathType$$Lambda/0x00007f5a8e34a248
3467:             1             16  io.opentelemetry.javaagent.tooling.muzzle.ReferenceMatcher$$Lambda/0x00007f5a8e2efa50
3468:             1             16  io.opentelemetry.javaagent.tooling.muzzle.ReferenceMatcher$$Lambda/0x00007f5a8e345000
3469:             1             16  io.opentelemetry.javaagent.tooling.util.TrieImpl$BuilderImpl$$Lambda/0x00007f5a8e2227a0
3470:             1             16  io.opentelemetry.sdk.OpenTelemetrySdk$ObfuscatedLoggerProvider
3471:             1             16  io.opentelemetry.sdk.OpenTelemetrySdk$ObfuscatedMeterProvider
3472:             1             16  io.opentelemetry.sdk.OpenTelemetrySdk$ObfuscatedTracerProvider
3473:             1             16  io.opentelemetry.sdk.autoconfigure.AutoConfiguredOpenTelemetrySdkBuilder$$Lambda/0x00007f5a8e1409f0
3474:             1             16  io.opentelemetry.sdk.autoconfigure.AutoConfiguredOpenTelemetrySdkBuilder$$Lambda/0x00007f5a8e14d810
3475:             1             16  io.opentelemetry.sdk.autoconfigure.AutoConfiguredOpenTelemetrySdkBuilder$$Lambda/0x00007f5a8e14dc80
3476:             1             16  io.opentelemetry.sdk.autoconfigure.AutoConfiguredOpenTelemetrySdkBuilder$$Lambda/0x00007f5a8e14e090
3477:             1             16  io.opentelemetry.sdk.autoconfigure.AutoConfiguredOpenTelemetrySdkBuilder$$Lambda/0x00007f5a8e14e4a0
3478:             1             16  io.opentelemetry.sdk.autoconfigure.AutoConfiguredOpenTelemetrySdkBuilder$$Lambda/0x00007f5a8e14e8b0
3479:             1             16  io.opentelemetry.sdk.autoconfigure.AutoConfiguredOpenTelemetrySdkBuilder$$Lambda/0x00007f5a8e14ecd0
3480:             1             16  io.opentelemetry.sdk.autoconfigure.AutoConfiguredOpenTelemetrySdkBuilder$$Lambda/0x00007f5a8e14f4c0
3481:             1             16  io.opentelemetry.sdk.autoconfigure.AutoConfiguredOpenTelemetrySdkBuilder$$Lambda/0x00007f5a8e14f8d0
3482:             1             16  io.opentelemetry.sdk.autoconfigure.AutoConfiguredOpenTelemetrySdkBuilder$$Lambda/0x00007f5a8e14fcf0
3483:             1             16  io.opentelemetry.sdk.autoconfigure.AutoConfiguredOpenTelemetrySdkBuilder$$Lambda/0x00007f5a8e150000
3484:             1             16  io.opentelemetry.sdk.autoconfigure.AutoConfiguredOpenTelemetrySdkBuilder$$Lambda/0x00007f5a8e150440
3485:             1             16  io.opentelemetry.sdk.autoconfigure.AutoConfiguredOpenTelemetrySdkBuilder$$Lambda/0x00007f5a8e150660
3486:             1             16  io.opentelemetry.sdk.autoconfigure.AutoConfiguredOpenTelemetrySdkBuilder$$Lambda/0x00007f5a8e21efe0
3487:             1             16  io.opentelemetry.sdk.autoconfigure.LogRecordExporterConfiguration$$Lambda/0x00007f5a8e215e98
3488:             1             16  io.opentelemetry.sdk.autoconfigure.LogRecordExporterConfiguration$$Lambda/0x00007f5a8e2160c8
3489:             1             16  io.opentelemetry.sdk.autoconfigure.LoggerProviderConfiguration$$Lambda/0x00007f5a8e215898
3490:             1             16  io.opentelemetry.sdk.autoconfigure.MetricExporterConfiguration$$Lambda/0x00007f5a8e189a98
3491:             1             16  io.opentelemetry.sdk.autoconfigure.MetricExporterConfiguration$$Lambda/0x00007f5a8e189cc8
3492:             1             16  io.opentelemetry.sdk.autoconfigure.PropagatorConfiguration$$Lambda/0x00007f5a8e186000
3493:             1             16  io.opentelemetry.sdk.autoconfigure.PropagatorConfiguration$$Lambda/0x00007f5a8e186230
3494:             1             16  io.opentelemetry.sdk.autoconfigure.SpanExporterConfiguration$$Lambda/0x00007f5a8e200610
3495:             1             16  io.opentelemetry.sdk.autoconfigure.SpanExporterConfiguration$$Lambda/0x00007f5a8e200840
3496:             1             16  io.opentelemetry.sdk.autoconfigure.TracerProviderConfiguration$$Lambda/0x00007f5a8e1bc9f0
3497:             1             16  io.opentelemetry.sdk.autoconfigure.TracerProviderConfiguration$$Lambda/0x00007f5a8e1bcc20
3498:             1             16  io.opentelemetry.sdk.autoconfigure.internal.SpiHelper$$Lambda/0x00007f5a8e1538e8
3499:             1             16  io.opentelemetry.sdk.autoconfigure.spi.internal.DefaultConfigProperties
3500:             1             16  io.opentelemetry.sdk.autoconfigure.spi.internal.DefaultConfigProperties$$Lambda/0x00007f5a8e158670
3501:             1             16  io.opentelemetry.sdk.autoconfigure.spi.internal.DefaultConfigProperties$$Lambda/0x00007f5a8e1588a0
3502:             1             16  io.opentelemetry.sdk.autoconfigure.spi.internal.DefaultConfigProperties$$Lambda/0x00007f5a8e182178
3503:             1             16  io.opentelemetry.sdk.autoconfigure.spi.internal.DefaultConfigProperties$$Lambda/0x00007f5a8e1823b8
3504:             1             16  io.opentelemetry.sdk.autoconfigure.spi.internal.DefaultConfigProperties$$Lambda/0x00007f5a8e1825e8
3505:             1             16  io.opentelemetry.sdk.autoconfigure.spi.internal.DefaultConfigProperties$$Lambda/0x00007f5a8e182818
3506:             1             16  io.opentelemetry.sdk.autoconfigure.spi.internal.DefaultConfigProperties$$Lambda/0x00007f5a8e182a48
3507:             1             16  io.opentelemetry.sdk.autoconfigure.spi.internal.DefaultConfigProperties$$Lambda/0x00007f5a8e182c80
3508:             1             16  io.opentelemetry.sdk.common.SystemClock
3509:             1             16  io.opentelemetry.sdk.extension.incubator.metric.viewconfig.ViewConfigCustomizer$$Lambda/0x00007f5a8e154388
3510:             1             16  io.opentelemetry.sdk.internal.ComponentRegistry$$Lambda/0x00007f5a8e2d8618
3511:             1             16  io.opentelemetry.sdk.internal.Java9VersionSpecific
3512:             1             16  io.opentelemetry.sdk.internal.RandomSupplier$$Lambda/0x00007f5a8e1bf898
3513:             1             16  io.opentelemetry.sdk.internal.ScopeConfigurator$$Lambda/0x00007f5a8e188608
3514:             1             16  io.opentelemetry.sdk.logs.SdkLoggerProvider$$Lambda/0x00007f5a8e21e480
3515:             1             16  io.opentelemetry.sdk.logs.SdkLoggerProviderBuilder$$Lambda/0x00007f5a8e215090
3516:             1             16  io.opentelemetry.sdk.logs.export.BatchLogRecordProcessor$Worker$$Lambda/0x00007f5a8e21de30
3517:             1             16  io.opentelemetry.sdk.metrics.ExtendedSdkDoubleGauge$ExtendedSdkDoubleGaugeBuilder$$Lambda/0x00007f5a8e20bab8
3518:             1             16  io.opentelemetry.sdk.metrics.ExtendedSdkDoubleHistogram$ExtendedSdkDoubleHistogramBuilder$$Lambda/0x00007f5a8e2df408
3519:             1             16  io.opentelemetry.sdk.metrics.ExtendedSdkLongCounter$ExtendedSdkLongCounterBuilder$$Lambda/0x00007f5a8e211968
3520:             1             16  io.opentelemetry.sdk.metrics.ExtendedSdkLongCounter$ExtendedSdkLongCounterBuilder$$Lambda/0x00007f5a8e2da7f0
3521:             1             16  io.opentelemetry.sdk.metrics.SdkMeter$$Lambda/0x00007f5a8e209088
3522:             1             16  io.opentelemetry.sdk.metrics.SdkMeterProvider$$Lambda/0x00007f5a8e1bb5f0
3523:             1             16  io.opentelemetry.sdk.metrics.export.AggregationTemporalitySelector$$Lambda/0x00007f5a8e18b6e0
3524:             1             16  io.opentelemetry.sdk.metrics.export.DefaultAggregationSelector$$Lambda/0x00007f5a8e18f108
3525:             1             16  io.opentelemetry.sdk.metrics.internal.aggregator.DropAggregator
3526:             1             16  io.opentelemetry.sdk.metrics.internal.aggregator.DropAggregator$1
3527:             1             16  io.opentelemetry.sdk.metrics.internal.aggregator.EmptyMetricData
3528:             1             16  io.opentelemetry.sdk.metrics.internal.aggregator.ExplicitBucketHistogramUtils$$Lambda/0x00007f5a8e2df838
3529:             1             16  io.opentelemetry.sdk.metrics.internal.data.AutoValue_ImmutableGaugeData
3530:             1             16  io.opentelemetry.sdk.metrics.internal.exemplar.AlwaysOffFilter
3531:             1             16  io.opentelemetry.sdk.metrics.internal.exemplar.HistogramExemplarReservoir$$Lambda/0x00007f5a8e2ee298
3532:             1             16  io.opentelemetry.sdk.metrics.internal.exemplar.RandomFixedSizeExemplarReservoir$$Lambda/0x00007f5a8e44ec48
3533:             1             16  io.opentelemetry.sdk.metrics.internal.exemplar.TraceBasedExemplarFilter
3534:             1             16  io.opentelemetry.sdk.metrics.internal.state.CallbackRegistration$$Lambda/0x00007f5a8e210670
3535:             1             16  io.opentelemetry.sdk.metrics.internal.state.CallbackRegistration$$Lambda/0x00007f5a8e2108a0
3536:             1             16  io.opentelemetry.sdk.metrics.internal.state.CallbackRegistration$$Lambda/0x00007f5a8e61d538
3537:             1             16  io.opentelemetry.sdk.metrics.internal.state.PooledHashMap$$Lambda/0x00007f5a8e20f768
3538:             1             16  io.opentelemetry.sdk.metrics.internal.view.DefaultAggregation
3539:             1             16  io.opentelemetry.sdk.metrics.internal.view.DropAggregation
3540:             1             16  io.opentelemetry.sdk.metrics.internal.view.LastValueAggregation
3541:             1             16  io.opentelemetry.sdk.metrics.internal.view.LastValueAggregation$$Lambda/0x00007f5a8e2dbb48
3542:             1             16  io.opentelemetry.sdk.metrics.internal.view.NoopAttributesProcessor
3543:             1             16  io.opentelemetry.sdk.metrics.internal.view.SumAggregation
3544:             1             16  io.opentelemetry.sdk.metrics.internal.view.SumAggregation$$Lambda/0x00007f5a8e2dac28
3545:             1             16  io.opentelemetry.sdk.resources.Resource$$Lambda/0x00007f5a8e158450
3546:             1             16  io.opentelemetry.sdk.trace.SdkTracerProvider$$Lambda/0x00007f5a8e2147e8
3547:             1             16  io.opentelemetry.sdk.trace.SdkTracerProviderBuilder$$Lambda/0x00007f5a8e1bd230
3548:             1             16  io.opentelemetry.sdk.trace.SdkTracerProviderBuilder$$Lambda/0x00007f5a8e1bdc30
3549:             1             16  io.opentelemetry.sdk.trace.export.BatchSpanProcessor$Worker$$Lambda/0x00007f5a8e20bcc8
3550:             1             16  io.perfmark.Impl
3551:             1             16  io.perfmark.TaskCloseable
3552:             1             16  java.io.FileDescriptor$1 (java.base@21.0.6)
3553:             1             16  java.io.FilePermission$1 (java.base@21.0.6)
3554:             1             16  java.io.FilePermissionCollection$$Lambda/0x00007f5a8e051060 (java.base@21.0.6)
3555:             1             16  java.io.PrintStream$1 (java.base@21.0.6)
3556:             1             16  java.io.PrintWriter$1 (java.base@21.0.6)
3557:             1             16  java.io.RandomAccessFile$2 (java.base@21.0.6)
3558:             1             16  java.lang.ApplicationShutdownHooks$1 (java.base@21.0.6)
3559:             1             16  java.lang.CharacterData00 (java.base@21.0.6)
3560:             1             16  java.lang.CharacterDataLatin1 (java.base@21.0.6)
3561:             1             16  java.lang.Class$$Lambda/0x00007f5a8e06a988 (java.base@21.0.6)
3562:             1             16  java.lang.ClassLoader$ByteBuddyAccessor$V1 (java.base@21.0.6)
3563:             1             16  java.lang.Module$$Lambda/0x00007f5a8e04cc00 (java.base@21.0.6)
3564:             1             16  java.lang.ProcessEnvironment$StringEntrySet (java.base@21.0.6)
3565:             1             16  java.lang.ProcessHandleImpl$$Lambda/0x00007f5a8e179598 (java.base@21.0.6)
3566:             1             16  java.lang.Runtime (java.base@21.0.6)
3567:             1             16  java.lang.SecurityManager$$Lambda/0x00007f5a8e072ab8 (java.base@21.0.6)
3568:             1             16  java.lang.SecurityManager$$Lambda/0x00007f5a8e072f30 (java.base@21.0.6)
3569:             1             16  java.lang.SecurityManager$$Lambda/0x00007f5a8e073160 (java.base@21.0.6)
3570:             1             16  java.lang.SecurityManager$$Lambda/0x00007f5a8e073390 (java.base@21.0.6)
3571:             1             16  java.lang.SecurityManager$$Lambda/0x00007f5a8e0735b0 (java.base@21.0.6)
3572:             1             16  java.lang.SecurityManager$$Lambda/0x00007f5a8e0737f0 (java.base@21.0.6)
3573:             1             16  java.lang.SecurityManager$$Lambda/0x00007f5a8e073c48 (java.base@21.0.6)
3574:             1             16  java.lang.SecurityManager$$Lambda/0x00007f5a8e073e88 (java.base@21.0.6)
3575:             1             16  java.lang.String$CaseInsensitiveComparator (java.base@21.0.6)
3576:             1             16  java.lang.System$2 (java.base@21.0.6)
3577:             1             16  java.lang.Terminator$1 (java.base@21.0.6)
3578:             1             16  java.lang.invoke.ClassSpecializer$1 (java.base@21.0.6)
3579:             1             16  java.lang.invoke.MemberName$Factory (java.base@21.0.6)
3580:             1             16  java.lang.invoke.MethodHandleImpl$1 (java.base@21.0.6)
3581:             1             16  java.lang.management.DefaultPlatformMBeanProvider$1 (java.management@21.0.6)
3582:             1             16  java.lang.management.DefaultPlatformMBeanProvider$10 (java.management@21.0.6)
3583:             1             16  java.lang.management.DefaultPlatformMBeanProvider$2 (java.management@21.0.6)
3584:             1             16  java.lang.management.DefaultPlatformMBeanProvider$3 (java.management@21.0.6)
3585:             1             16  java.lang.management.DefaultPlatformMBeanProvider$5 (java.management@21.0.6)
3586:             1             16  java.lang.management.DefaultPlatformMBeanProvider$6 (java.management@21.0.6)
3587:             1             16  java.lang.management.DefaultPlatformMBeanProvider$7 (java.management@21.0.6)
3588:             1             16  java.lang.management.DefaultPlatformMBeanProvider$9 (java.management@21.0.6)
3589:             1             16  java.lang.management.ManagementFactory$$Lambda/0x00007f5a8e171d50 (java.management@21.0.6)
3590:             1             16  java.lang.management.RuntimeMXBean$$Lambda/0x00007f5a8e178f08 (java.management@21.0.6)
3591:             1             16  java.lang.module.ModuleDescriptor$1 (java.base@21.0.6)
3592:             1             16  java.lang.module.ModuleDescriptor$Builder$$Lambda/0x800000002 (java.base@21.0.6)
3593:             1             16  java.lang.ref.Cleaner (java.base@21.0.6)
3594:             1             16  java.lang.ref.Cleaner$1 (java.base@21.0.6)
3595:             1             16  java.lang.ref.Reference$1 (java.base@21.0.6)
3596:             1             16  java.lang.reflect.AccessFlag$1 (java.base@21.0.6)
3597:             1             16  java.lang.reflect.AccessFlag$10 (java.base@21.0.6)
